Freq.	V(vin_4)
7.94328234724277e+003	(-7.97964695818455e+000dB,-6.89019717343443e+001°)
8.12830516164094e+003	(-7.31291257472016e+000dB,-7.26788563543122e+001°)
8.31763771102666e+003	(-6.64834025965839e+000dB,-7.66757586416780e+001°)
8.51138038202371e+003	(-5.98810513204161e+000dB,-8.08944369194996e+001°)
8.70963589956075e+003	(-5.33419852801646e+000dB,-8.53334370093311e+001°)
8.91250938133740e+003	(-4.68820555986048e+000dB,-8.99881755923629e+001°)
9.12010839355904e+003	(-4.05104643641703e+000dB,-9.48515630602930e+001°)
9.33254300796985e+003	(-3.42270364864648e+000dB,-9.99153336674552e+001°)
9.54992586021430e+003	(-2.80196701288746e+000dB,-1.05172218011548e+002°)
9.77237220955804e+003	(-2.18623533440248e+000dB,-1.10619046210889e+002°)
9.99999999999993e+003	(-1.57141664632365e+000dB,-1.16260837369765e+002°)
1.02329299228075e+004	(-9.51972319228554e-001dB,-1.22115949063689e+002°)
1.04712854805089e+004	(-3.21164080629588e-001dB,-1.28222459662342e+002°)
1.07151930523760e+004	(3.28393548156312e-001dB,-1.34646131750795e+002°)
1.09647819614318e+004	(1.00366727984873e+000dB,-1.41490463683981e+002°)
1.12201845430196e+004	(1.70919843401804e+000dB,-1.48909157824378e+002°)
1.14815362149688e+004	(2.44333150780922e+000dB,-1.57119889602232e+002°)
1.17489755493952e+004	(3.19128888225303e+000dB,-1.66413127540994e+002°)
1.20226443461740e+004	(3.91348686068462e+000dB,-1.77135856281042e+002°)
1.23026877081237e+004	(4.52996447593122e+000dB,1.70397071570873e+002°)
1.25892541179416e+004	(4.91241782373033e+000dB,1.56128091988496e+002°)
1.28824955169313e+004	(4.91322797940479e+000dB,1.40577800843677e+002°)
1.31825673855640e+004	(4.44710849486514e+000dB,1.24918266552681e+002°)
1.34896288259164e+004	(3.55821919976685e+000dB,1.10459807149499e+002°)
1.38038426460288e+004	(2.38611622062594e+000dB,9.79853672454306e+001°)
1.41253754462274e+004	(1.07684156315320e+000dB,8.76144378143509e+001°)
1.44543977074592e+004	(-2.67158047806793e-001dB,7.90875255651054e+001°)
1.47910838816820e+004	(-1.58877646658875e+000dB,7.20443952096411e+001°)
1.51356124843620e+004	(-2.86127082492270e+000dB,6.61566875180221e+001°)
1.54881661891247e+004	(-4.07479357405208e+000dB,6.11632844496802e+001°)
1.58489319246110e+004	(-5.22798730365915e+000dB,5.68668204440155e+001°)
1.62181009735892e+004	(-6.32341229095278e+000dB,5.31203171497820e+001°)
1.65958690743755e+004	(-7.36521494132236e+000dB,4.98141295174180e+001°)
1.69824365246173e+004	(-8.35798751063606e+000dB,4.68656811455787e+001°)
1.73780082874936e+004	(-9.30623604041661e+000dB,4.42119706914324e+001°)
1.77827941003891e+004	(-1.02141523705154e+001dB,4.18042446985899e+001°)
1.81970085860997e+004	(-1.10855353246587e+001dB,3.96042329980643e+001°)
1.86208713666285e+004	(-1.19237828746907e+001dB,3.75814778007838e+001°)
1.90546071796323e+004	(-1.27319160357910e+001dB,3.57114218170328e+001°)
1.94984459975803e+004	(-1.35126149914528e+001dB,3.39740241511936e+001°)
1.99526231496887e+004	(-1.42682579753908e+001dB,3.23527458365390e+001°)
2.04173794466951e+004	(-1.50009585290698e+001dB,3.08337968451931e+001°)
2.08929613085402e+004	(-1.57125993218722e+001dB,2.94055701560414e+001°)
2.13796208950222e+004	(-1.64048619930024e+001dB,2.80582112306994e+001°)
2.18776162394954e+004	(-1.70792530793892e+001dB,2.67832866786569e+001°)
2.23872113856832e+004	(-1.77371263575413e+001dB,2.55735264327933e+001°)
2.29086765276776e+004	(-1.83797020188750e+001dB,2.44226210238546e+001°)
